번호,제목,요약,원본링크,네이버뉴스링크,게시일
467,[생방송오늘저녁] 누룽지화산통닭'낭만장작' 얼큰전복우동'전복국수'…...,"화산 통닭 <b>부산</b>광역시 <b>서면</b>, 입소문 자자하다는 이상화(37) 씨의 누룽지 통닭 가게. 대표메뉴는 누룽지 화산... '생방송오늘저녁'에 출연하는 <b>맛집</b> 등의 자세한 위치(주소)와 전화번호는 해당 방송 프로그램 홈페이지에서... ",https://www.foodneconomy.com/news/articleView.html?idxno=227063,https://www.foodneconomy.com/news/articleView.html?idxno=227063,2019-07-25 17:41:00
468,"[생방송오늘저녁] 국수의신-전복우동 마산'전복국수', 대박청춘-누룽지...","화산 통닭 <b>부산</b>광역시 <b>서면</b>, 입소문 자자하다는 이상화(37) 씨의 누룽지 통닭 가게. 대표메뉴는 누룽지 화산... '생방송오늘저녁'에 출연하는 <b>맛집</b> 등의 자세한 위치(주소)와 전화번호는 해당 방송 프로그램 홈페이지에서... ",http://www.queen.co.kr/news/articleView.html?idxno=315942,http://www.queen.co.kr/news/articleView.html?idxno=315942,2019-07-25 17:40:00
469,"롯데百 광복점, <b>부산</b>언니 Eat Day 푸드박람회 진행","박람회 기간에 전포여관, 이억녀의 마카롱, 해리공작, 카페손수 등 지역의 <b>맛집</b>으로 떠오르고 있는 브랜드가 참여해 특색있는 먹거리를 선보일 예정이다. <b>부산 서면</b>에 유명한 감성 식당인 '전포여관'은 최대 인기 메뉴인... ",http://www.nextdaily.co.kr/news/article.html?id=20190725800033,http://www.nextdaily.co.kr/news/article.html?id=20190725800033,2019-07-25 17:28:00
470,롯데백화점 광복점 ‘<b>부산</b>언니 잇데이’ 푸드박람회 진행,박람회 기간에 ‘전포여관’ ‘이억녀의 마카롱’ ‘해리공작’ ‘카페손수’ 등 지역의 새로운 <b>맛집</b>으로 떠오르고 있는 다양한 브랜드가 참여해 특색있는 먹거리를 선보일 예정이다. <b>부산 서면</b>에 있는 ‘감성 퓨전... ,http://www.cnbnews.com/news/article.html?no=417227,http://www.cnbnews.com/news/article.html?no=417227,2019-07-25 15:58:00
471,"롯데백화점 광복점, '<b>부산</b>언니 Eat Day 푸드박람회' 개최","전포여관, 이억녀의 마카롱, 해리공작, 카페손수 등 지역의 새로운 <b>맛집</b>으로 떠오르고 있는 다양한 브랜드가 참여해 특색있는 먹거리를 선보일 계획이다. <b>부산 서면</b>에서 유명 감성 퓨전 식당으로 떠오르고 있는... ",https://www.nocutnews.co.kr/news/5188547,https://n.news.naver.com/mnews/article/079/0003252946?sid=102,2019-07-25 14:57:00
472,시원한 음악 분수 아래서 맛보는 '<b>부산</b>의 맛!',"전포여관, 이억녀의 마카롱, 해리공작, 카페손수 등 지역의 새로운 <b>맛집</b>으로 떠오르고 있는 다양한 브랜드가 참여해 특색있는 먹거리를 선보일 계획이다. <b>부산 서면</b> 유명 감성 퓨전 식당으로 떠오르고 있는 '전포여관'은... ",http://www.gukjenews.com/news/articleView.html?idxno=1150941,http://www.gukjenews.com/news/articleView.html?idxno=1150941,2019-07-25 11:48:00
473,"롯데백화점 광복점, <b>부산</b>언니 잇데이(Eat day) 푸드박람회","푸드 박람회에는 전포여관, 이억녀의 마카롱, 해리공작, 카페손수 등 지역의 <b>맛집</b>으로 떠오르고 있는 브랜드가 참여해 특색있는 먹거리를 선보일 계획이다. '전포여관'은 <b>부산 서면</b>에서 유명한 감성 퓨전 식당으로 최대... ",http://news1.kr/articles/?3679668,https://n.news.naver.com/mnews/article/421/0004113341?sid=102,2019-07-25 11:44:00
474,"'생방송 아침이 좋다' <b>부산</b> 여행 코스, 핫스팟 전포카페거리와 야경명소...","<b>부산 서면</b>시장 먹자골목은 허기를 달래기야 더없는 곳이다. 칼국수 골목, 돼지국밥 골목, 통닭 골목, 분식 골목 등이 형성돼 있는 전통시장으로 <b>맛집</b>이 즐비하다 KBS 드라마 '쌈, 마이웨이' 등 한류 드라마 촬영지로... ",http://www.topstarnews.net/news/articleView.html?idxno=650321,http://www.topstarnews.net/news/articleView.html?idxno=650321,2019-07-25 08:03:00
475,[재미에 꽂혔다]SPC그룹 &quot;트렌드라면 나를 따르라&quot;,맛있는 건 너무 많고 '<b>맛집</b>'으로 불리는 식당은 차고 넘친다. '맛이 있으면' 혹은 '가성비가 좋으면' 통하는... 최초로 <b>부산 서면</b>에 열었다. <b>서면</b>점 오픈 당일에는 고객들이 새벽 5시부터 줄을 설 정도로 큰 인기를... ,http://www.newsis.com/view/?id=NISX20190718_0000714939&cID=13001&pID=13000,https://n.news.naver.com/mnews/article/003/0009362907?sid=101,2019-07-24 06:00:00
476,미국 3대 버거 브랜드 '쉐이크쉑' 열풍…대전에도 불까,매장인 <b>부산 서면</b> 쉐이크쉑 9호점 역시 또다시 수백 명을 줄 세웠다. 2016년 1호점 개점 당시와 같이 수백 명이 운집했다.A 백화점의 쉐이크쉑 입점을 위한 노력처럼 최근 수년간 백화점 업계는 <b>맛집</b> 유치에 사활을 걸고... ,http://www.cctoday.co.kr/news/articleView.html?idxno=2014500,http://www.cctoday.co.kr/news/articleView.html?idxno=2014500,2019-07-23 20:35:00
477,SKT “전국에 5G 클러스터 조성… 지역별 특화 서비스”,"SK텔레콤은 서울의 강남, 광화문, 홍대, 광주 상무지구, <b>부산 서면</b> 등 고객들이 많이 찾는 전국 핵심상권 10개 지역을 선정해 특별한 서비스를 제공한다. 성수동에서 유명 <b>맛집</b>을 향해 스마트폰을 비추면 할인쿠폰을... ",http://www.segye.com/content/html/2019/07/18/20190718511032.html?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003381797?sid=101,2019-07-18 23:02:00
478,SKT &quot;5G클러스터로 지역 경제 균형 발전 기여&quot;,가령 성수동에서 유명 <b>맛집</b>을 향해 스마트폰을 비추면 할인쿠폰을 획득할 수 있는 식이다. SK텔레콤은... 남포동 ▲<b>부산 서면</b>이다. 서머 클러스터에는 SK텔레콤이 여름 휴가철을 맞아 ▲강원 속초 ▲경포 ▲<b>부산</b>... ,http://www.ftoday.co.kr/news/articleView.html?idxno=109997,http://www.ftoday.co.kr/news/articleView.html?idxno=109997,2019-07-18 11:32:00
479,"SKT, 지역 특색 살린 전국구 ‘5G 클러스터’ 조성","상무지구, <b>부산</b>의 남포동·<b>서면</b> 등이다. 골목상권과 연계한 ‘AR 멤버십’ 혜택도 선보인다. AR 멤버십은 각종 할인혜택이 담긴 멤버십을 AR 기술을 통해 제공하는 서비스다. 서울 성수동에서 유명 <b>맛집</b>을 향해... ",http://www.dailian.co.kr/news/view/811529/?sc=naver,https://n.news.naver.com/mnews/article/119/0002341281?sid=105,2019-07-18 10:00:00
480,한국은 기회의 땅…글로벌 프랜차이즈 진출 가속화,"사진은 최근 한국에 진출한 싱가포르 <b>맛집</b> 점보 씨푸드.[컨슈머타임스 ] 글로벌 외식 프랜차이즈 업체들의... 이달 초 <b>부산 서면</b>에 2호점을 열었으며 대전, 대구, 홍대, 신세계백화점 강남점 오픈을 준비 중이다.‘코코넛... ",http://www.cstimes.com/?mod=news&act=articleView&idxno=310169,http://www.cstimes.com/?mod=news&act=articleView&idxno=310169,2019-07-16 08:18:00
481,[<b>맛집</b>로드] 달아난 입맛 잡는 '일본식 비빔면',무더위 속 달아난 입맛까지 잡아 줄 마제소바 <b>맛집</b>을 방문해 보자. ◆우츄라멘 한남동의 이태원 대로변을... 휴무) ◆칸다소바 <b>부산 서면</b>점의 뒤를 이어 서울 체부동에 자리 잡은 동경식 마제소바 전문점. 동경식... ,http://moneys.mt.co.kr/news/mwView.php?no=2019070109368042374,https://n.news.naver.com/mnews/article/417/0000428062?sid=101,2019-07-12 07:15:00
482,삼정타워에 지방 최초로 쉐이크쉑 오픈.. <b>부산</b> 핫 플레이스로 등극,"11일 <b>부산 서면</b>에 오픈한 것. 쉐이크쉑은 2001년 미국 뉴욕에서 시작된 프리미엄 버거 브랜드로, 국내에는... 5층에는 지역 <b>맛집</b>을 한데 모아 둔 로컬 <b>맛집</b>로드 '마싯길'이 조성됐다. 더앨리, 우성돈까스, 어밤부, 홍대개미... ",https://www.khan.co.kr/article/201907111717018,https://n.news.naver.com/mnews/article/032/0002951022?sid=101,2019-07-11 17:17:00
483,"쉐이크쉑 11일 <b>부산 서면</b> 삼정타워점 오픈, 구름인파 몰려","쉐이크쉑 11일 <b>부산 서면</b> 삼정타워점 오픈, 구름인파 몰려 <b>부산 서면</b>에 위치한 복합 문화공간 ‘삼정타워’... 5층은 지역 <b>맛집</b>을 한 데 모은 로컬 <b>맛집</b>로드 ‘마싯길’로 꾸며졌다. 지역 <b>맛집</b>으로 유명한 더앨리... ",http://www.viva100.com/main/view.php?key=20190711001625208,http://www.viva100.com/main/view.php?key=20190711001625208,2019-07-11 16:34:00
484,[오늘의 유통가] SPC '쉐이크쉑' <b>부산</b> 첫 개점 外,"◆SPC그룹, 쉐이크쉑 <b>부산</b> 첫 매장 '<b>서면</b>점' 개점 SPC그룹이 <b>부산 서면</b>에 쉐이크쉑 9호점을 11일 개점한다.... ◆한화갤러리아百, 명품관 고메이494 <b>맛집</b> 브랜드 팝업 진행 갤러리아백화점 명품관 식품관인 고메이494는 신규... ",https://www.paxnetnews.com/articles/50427,https://www.paxnetnews.com/articles/50427,2019-07-11 10:51:00
485,"<b>서면</b> 스콜, 특급 보양식 출시",이기에다 <b>부산 서면 맛집</b> 스콜은 여름철 고객을 위한 '살얼음 맥주'를 출시할 예정이다. 독일에서 공수한 수제 라거를 영하 40도에서 꽁꽁 얼린 잔에 담아 뼛속까지 시원함을 선사하는 상품이다. 가격은 잔당 5000원. 정순형... ,http://news20.busan.com/controller/newsController.jsp?newsId=20190708000064,https://n.news.naver.com/mnews/article/082/0000921613?sid=101,2019-07-08 16:58:00
486,복합 문화공간 '삼정타워' 5일 오픈... 특색있는 브랜드에 '구름인파',"채워져, <b>부산</b>과 <b>서면</b>을 대표하는 복합 문화공간으로 자리매김할 것으로 기대감을 높인 바 있다. 세계적인 3D... 5층에는 지역 <b>맛집</b>을 한데 모아 둔 로컬<b>맛집</b>로드 '마싯길'이 조성됐다. 더앨리, 우성돈까스, 어밤부... ",http://www.betanews.net:8080/article/1027517.html,http://www.betanews.net:8080/article/1027517.html,2019-07-05 15:38:00
487,"줄 서서 먹는 <b>부산</b> <b>맛집</b> '숙달돼지' <b>서면</b>점, 습식숙성 한돈으로 화제!","<b>부산 서면</b>점 숙달돼지는 오픈한지 얼마 안됐지만 숙달돼지만의 노하우가 담긴 프리미엄 국내산 숙성 돼지고기 한돈을 선보여 인기를 모았으며, 현재 줄 서서 먹는 <b>부산</b> <b>맛집</b>, <b>서면 맛집</b> 등으로 입소문 나고 있다. <b>부산</b>... ",http://www.newsfreezone.co.kr/news/articleView.html?idxno=118601,http://www.newsfreezone.co.kr/news/articleView.html?idxno=118601,2019-07-04 18:12:00
488,<b>서면</b> 새 핫플 ‘삼정타워’(옛 피에스타) 5일 문 연다,눈길<b>부산 서면</b> 도심에 오랫동안 빈 공간으로 방치된 피에스타가 오는 5일 ‘삼정타워’라는 이름으로... 지역 숨은 <b>맛집</b>을 한곳에 모은 ‘마싯길’이 5층에 생긴다. 6층에는 아웃백스테이크하우스와 서가앤쿡 스시로 등... ,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20190703.22015001249,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20190703.22015001249,2019-07-03 00:08:00
489,"'2TV 생생정보' 돼지국밥, <b>부산</b> 부전동(<b>서면</b>시장) 송정3대국밥…기다려...",<b>부산</b>광역시 <b>부산</b>진구 <b>서면</b>로68번길(부전동)에 위치한 '송정3대국밥'이 이날 '<b>부산</b> 돼지국밥' <b>서면</b>시장 <b>맛집</b>으로 알려진 곳이다. 가게 안보다 바깥에 서서 기다리는 사람들이 더 많아 보일 정도로 높은 인기를 자랑하는 이... ,http://www.busan.com/view/busan/view.php?code=2019070116485212820,https://n.news.naver.com/mnews/article/082/0000919649,2019-07-01 19:13:00
490,'2TV 저녁 생생정보-기다려야 제맛' 담양 우렁이 강된장 쌈밥+<b>부산</b> 돼지...,"1946에 오픈해 70년 동안 성업 중인 곳으로 농림수산식품부에서 인정한 가장 오래된 돼지국밥 <b>맛집</b>이다. <b>부산 서면</b> 돼지국밥골목의 터줏대감으로 돼지, 순대, 내장국밥과 수육, 이북식 찹쌀순대 등 다양한 메뉴를... ",http://www.topstarnews.net/news/articleView.html?idxno=641365,http://www.topstarnews.net/news/articleView.html?idxno=641365,2019-07-01 19:03:00
491,'생생정보' 기다려야제맛 '우렁이 강된장쌈밥' '돼지국밥' 전설의맛 '숙...,"숙성 회 백반'에 선정된 <b>부산</b> <b>맛집</b>으로 숙성시킨 선어회로 유명하다. 대표메뉴인 돔백반 3만원, 회+돔백반... -위치: <b>부산</b>광역시 <b>부산</b>진구 <b>서면</b>로68번길 29 (지번: 부전동 255-15) [믿고 떠나는 스타의 고향] ■속리산... ",http://www.g-enews.com/ko-kr/news/article/news_all/201907011653382752c4c55f9b3d_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/201907011653382752c4c55f9b3d_1/article.html,2019-07-01 18:30:00
492,[픽업TV] '2TV 생생정보' 위치는? <b>부산</b> 숙성회 백반·대구 머리찜·담양...,"'기다려야 제맛'에서는 담양 우렁이 강된장 쌈밥 <b>맛집</b> '보자기'(전남 담양군 대전면 신룡길 73 ), <b>부산</b> 돼지 국밥 <b>맛집</b> '송정 3대국밥'(<b>부산</b>광역시 <b>부산</b>진구 <b>서면</b>로68번길 29)이 소개된다. '믿고 떠나는 스타의 고향... ",http://www.theceluv.com/article.php?aid=1561973400264318018,http://www.theceluv.com/article.php?aid=1561973400264318018,2019-07-01 18:30:00
493,"[생생정보통 849회, <b>맛집</b>오늘] 남해달인횟집·대구 머리찜·보자기·우렁...",2TV 생생정보 KBS 2TV 생생정보통 <b>맛집</b>오늘 849회가 7월 1일(월) 6시 30분에 방송된다. 코너에서는... 대전면 신룡길 73 (응용리 283-1) ■<b>부산</b> '돼지 국밥' &lt;송정3대국밥&gt; <b>부산</b>광역시 <b>부산</b>진구 <b>서면</b>로68번길 29 (부전동 255-15),http://www.siminsori.com/news/articleView.html?idxno=213157,http://www.siminsori.com/news/articleView.html?idxno=213157,2019-07-01 18:28:00
494,"[2TV저녁생생정보] 숙성회백반(남해달인횟집), 대구머리찜(미향식당), 돼...","<b>부산</b> 돼지 국밥으로 유명한 '송정3대국밥'은 1946에 오픈해 70년 동안 성업 중인 곳으로 농림수산식품부에서 인정한 가장 오래된 돼지국밥 <b>맛집</b>이다. <b>부산 서면</b> 돼지국밥골목의 터줏대감으로 돼지, 순대, 내장국밥과... ",http://www.queen.co.kr/news/articleView.html?idxno=314718,http://www.queen.co.kr/news/articleView.html?idxno=314718,2019-07-01 18:10:00
495,"생생정보 오늘방송<b>맛집</b>, 회 백반 '남해달인횟집'·대구 머리찜 '미향식...",생생정보 오늘방송<b>맛집</b> /홈페이지 캡처  '생생정보' 오늘방송<b>맛집</b>이 화제다. 26일 방송되는 KBS 2TV... 돼지국밥&lt;송정3대국밥&gt;<b>부산</b> <b>부산</b>진구 <b>서면</b>로68번길 29 [충북 보은군 여행] ◆ 대추 한정식&lt;화성가든&gt;충북 보은군... ,http://www.kyeongin.com/main/view.php?key=20190701001541227,http://www.kyeongin.com/main/view.php?key=20190701001541227,2019-07-01 18:04:00
496,[생생정보통 <b>맛집</b>오늘] 숙성 회 백반 '남해달인횟집'·대구 머리찜·우렁...,"2TV 생생정보통 <b>맛집</b>오늘7월 1일(월), KBS '2TV 생생정보통 <b>맛집</b>오늘 849회' 28년 전통! 숙성 회 백반과 34년... 283-1) ■<b>부산</b> ‘돼지 국밥’ &lt;송정3대국밥&gt; <b>부산</b>광역시 <b>부산</b>진구 <b>서면</b>로68번길 29 (부전동 255-15) 미디어부",http://www.kjdaily.com/read.php3?aid=1561963807475096208,http://www.kjdaily.com/read.php3?aid=1561963807475096208,2019-07-01 17:54:00
497,"[2TV저녁생생정보] 우렁이강된장쌈밥'보자기', 숙성회백반'남해달인횟집...","<b>부산</b> 돼지 국밥으로 유명한 '송정3대국밥'은 1946에 오픈해 70년 동안 성업 중인 곳으로 농림수산식품부에서 인정한 가장 오래된 돼지국밥 <b>맛집</b>이다. <b>부산 서면</b> 돼지국밥골목의 터줏대감으로 돼지, 순대, 내장국밥과... ",https://www.foodneconomy.com/news/articleView.html?idxno=225748,https://www.foodneconomy.com/news/articleView.html?idxno=225748,2019-07-01 17:50:00
498,'2TV 저녁 생생정보통 <b>맛집</b>오늘-기다려야 제맛' <b>부산 서면</b> 가장 오래된...,"1일 방송되는 KBS 2TV '2TV 생생정보'의 코너인 '기다려야 제맛'에서, <b>부산</b> 부전동에 위치한 <b>맛집</b>... 매일 24시간 영업한다. '송정3대국밥'의 주소는 '<b>부산</b>광역시 <b>부산</b>진구 <b>서면</b>로68번길 29 (부전동 255-15)'이다.",https://news.imaeil.com/Broadcast/2019070117040759004,https://n.news.naver.com/mnews/article/088/0000600688?sid=103,2019-07-01 17:05:00
499,SNS 핫이슈 앱 '입소문' 추천하는 뷰티분야 <b>서면</b> '르몽에스테틱' 선정,"SNS마케팅 전문앱 '입소문'은 이달의 뷰티 분야 추천 업체로 <b>부산 서면</b> '르몽에스테틱'을 선정했다고 밝혔다.... 한편, SNS마케팅 전문앱 입소문은 매월 카페, <b>맛집</b>, 뷰티, 생활/문화, IT/어플 분야를 대상으로 SNS 및... ",http://www.mhns.co.kr/news/articleView.html?idxno=239963,http://www.mhns.co.kr/news/articleView.html?idxno=239963,2019-06-27 17:08:00
500,SNS마케팅 전문앱 '입소문' 전포 카페거리 <b>맛집</b> '부엔디아' 선정,SNS마케팅 전문앱 '입소문'은 이달의 <b>맛집</b> 분야 추천업체로 전포 카페거리 <b>맛집</b> '부엔디아'를 선정했다고... 스페인 현지 요리를 <b>부산 서면</b> 중심가에서 즐길 수 있어 브런치는 물론 저렴한 런치메뉴를 즐기는 이들 또한... ,http://www.seoulwire.com/news/articleView.html?idxno=163362,http://www.seoulwire.com/news/articleView.html?idxno=163362,2019-06-27 17:08:00
501,여행코스로 추천하는 <b>부산</b><b>맛집</b> <b>서면</b> '곱창선생' 여행객 입맛을 사로잡아,"우리나라의 대표적인 국내 여행지로는 제주, <b>부산</b>, 여수, 속초 등이 꼽히는데 그중에서도 <b>부산</b>은 볼거리... 여행을 즐기면서 방문하기 좋은 <b>서면 맛집</b> '곱창선생'은 여행객들의 입맛을 사로잡으며 인기를 얻고 있다.... ",http://www.asiatime.co.kr/news/articleView.html?idxno=253429,http://www.asiatime.co.kr/news/articleView.html?idxno=253429,2019-06-24 17:02:00
502,[유통가 뒷담화]백화점에 ‘샤넬급 대우’ 요구한 쉑쉑버거,백화점 입장에서는 고객 집객을 위해 끊임 없이 인기 브랜드를 유치해야 하니 기존 매장 매출 떨어지면 또 다른 새로운 인기 <b>맛집</b>을 물색할 수밖에 없는 것이죠. 내달 <b>부산 서면</b>에 아홉번 째 매장 오픈을 준비 중인... ,http://www.newsway.co.kr/news/view?tp=1&ud=2019062016071259014,http://www.newsway.co.kr/news/view?tp=1&ud=2019062016071259014,2019-06-20 16:28:00
503,SNS핫이슈 앱 입소문이 추천하는 <b>부산 서면 맛집</b> &quot;야스마루' 선정,대표 <b>맛집</b>이다. 장대표는 2014년 <b>부산</b> 전포동(<b>서면</b>카페거리) 모퉁이에 인적이 드문 외골목에서부터 인테리어를 하나 하나 직접 만들어 가게 구석구석 장대표의 애정이 고스란히 묻어나는 인테리어를 찾아보는 것 또한... ,http://www.seoulwire.com/news/articleView.html?idxno=151150,http://www.seoulwire.com/news/articleView.html?idxno=151150,2019-06-12 14:04:00
504,"'강릉 <b>맛집</b>·이태원 피자' 등… 식품·유통업계, <b>맛집</b> ‘제품화’ 경쟁",마켓컬리가 내세운 <b>맛집</b> 제품은 <b>부산 서면</b>의 문화로 거리에서 18년째 소고기 명가라고 불리는 ‘사미헌’ 꼬리곰탕을 선보였다. 밖에서 먹으면 평균 1만5000원 이상 하는 꼬리곰탕이 2인분의 푸짐한 양에 1만6000원으로... ,http://www.viva100.com/main/view.php?key=20190606010001799,http://www.viva100.com/main/view.php?key=20190606010001799,2019-06-09 11:18:00
505,"[종합] '2TV 저녁 생생정보' 매운 등갈비찜+얼큰 수제 만두전골+6,900원 ...","먼저 소개된 곳은 <b>부산 서면</b> 부전시장 <b>맛집</b>이다. 냉국수를 3,500원에 판매한다. 손님들로부터 맛있고 저렴해 가성비가 좋다는 평을 받고 있다. 매일 오는 손님도, 하루에 2번씩 방문하는 손님도 있다. 육수엔 파뿌리를... ",http://www.topstarnews.net/news/articleView.html?idxno=633845,http://www.topstarnews.net/news/articleView.html?idxno=633845,2019-06-07 18:48:00
506,"'생생정보' 초저가의비밀 6900원 활어물회·3500원 냉국수, 고수의부엌 ...","일~월요일 휴무 -위치: 경기도 용인시 기흥구 죽전로27번길 14-6 (지번: 보정동 1199-1) [초저가의 비밀] ■ 옥이국수 <b>부산 서면</b> 부전시장 <b>맛집</b>으로 '3,500원 냉국수'를 소개한다. 그밖에 진한 멸치육수가 특징인... ",http://www.g-enews.com/ko-kr/news/article/news_all/201906071732166456c4c55f9b3d_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/201906071732166456c4c55f9b3d_1/article.html,2019-06-07 18:30:00
507,"<b>서면 맛집</b> 사거리식당, 시그니처메뉴 곱도리탕으로 무더운 여름 입맛 사...","식당 관계자는 &quot;<b>부산 서면</b> '사거리식당'은 퀄리티 높은 맛을 선사해 곱창과 닭고기를 함께 즐길 수 있는 호불호 없는 메뉴 곱도리탕과 닭도리탕, 국물닭발 메뉴로 인기를 끌고 있으며 덕천, 남포동 사거리식당에도 고객들의... ",http://www.asiatime.co.kr/news/articleView.html?idxno=249029,http://www.asiatime.co.kr/news/articleView.html?idxno=249029,2019-05-31 17:28:00
508,"대형 복합문화공간 '<b>서면</b> 피에스타', 트렌디한 테넌트 입점과 함께 6월...","된 <b>부산</b> ‘<b>서면</b> 피에스타’가 체험과 휴식, 문화를 접목한 복합문화공간으로 단장을 마치고 오는 6월 그랜드... 5~6층에서는 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집, 홍대개미, 푸드트럭 등 유명 <b>맛집</b>과... ",http://www.viva100.com/main/view.php?key=20190520000914201,http://www.viva100.com/main/view.php?key=20190520000914201,2019-05-20 09:16:00
509,"`새로운 몰링 즐겨라`... <b>서면</b> 피에스타, 6월 그랜드오픈","가운데 <b>부산 서면</b>에 대형 복합 문화공간 ‘<b>서면</b> 피에스타’가 개장을 앞두고 있다. 오는 6월 그랜드 오픈이... 5~6층에는 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집, 홍대개미, 푸드트럭 등 유명 <b>맛집</b>과... ",http://realestate.joins.com/article/article.asp?pno=137969&ref=naver,https://n.news.naver.com/mnews/article/025/0002907610?sid=101,2019-05-17 09:55:00
510,"<b>부산 서면</b> 피에스타, 복합문화공간으로 6월 그랜드 오픈","최근 새로운 건물주인 삼정을 만나 복합문화공간으로서 6월 중 오픈을 앞둔 <b>부산 서면</b> 피에스타가 막바지... 전국의 <b>맛집</b>과 카페들이 모여 있는 5층~6층에선 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집... ",http://daily.hankooki.com/lpage/economy/201905/dh20190515145349138060.htm,http://daily.hankooki.com/lpage/economy/201905/dh20190515145349138060.htm,2019-05-15 14:56:00
511,"[기획취재] 짐 없는 여행, 가능할까?…<b>부산</b>역 짐캐리 수하물 운송 서비...",사진은 토요코인 <b>부산 서면</b>점 프런트. 사진 / 조아영 기자 짐을 맡기고 길을 나선지 채 몇 시간 지나지 않은... 2018 <b>부산</b>관광혁신 대상에도 이름을 올렸다. 손진현 대표는 &quot;손님들은 짐을 맡기면서 '근처에 괜찮은 <b>맛집</b>은... ,http://www.ktsketch.co.kr/news/articleView.html?idxno=3773,http://www.ktsketch.co.kr/news/articleView.html?idxno=3773,2019-05-14 20:14:00
512,"<b>부산 서면</b> 피에스타 6월 오픈.. 소비와 체험, 문화와 예술 담긴 복합 공...","<b>서면</b> 피에스타는 <b>부산</b>진구 중앙대로 672에 지하 6층부터 지상 16층 규모로 자리한다. 기존의 쇼핑몰처럼... 5~6층은 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집, 홍대개미, 푸드트럭 등 유명 전국 <b>맛집</b>과... ",http://www.joongdo.co.kr/main/view.php?key=20190514001742427,http://www.joongdo.co.kr/main/view.php?key=20190514001742427,2019-05-14 17:44:00
513,"`<b>서면</b> 피에스타` 복합공간으로 탈바꿈, 6월 중 오픈 확정","3D 팝아티스트 찰스파지노 작품 전시도 <b>부산 서면</b>에 복합 문화공간이 탄생한다. <b>서면</b> 피에스타가 최근... 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집, 홍대개미, 푸드트럭 등 내로라하는 전국의 <b>맛집</b>과... ",http://www.dt.co.kr/contents.html?article_no=2019051302109923813022&ref=naver,https://n.news.naver.com/mnews/article/029/0002526485?sid=101,2019-05-13 14:55:00
514,<b>부산</b> 新랜드마크 <b>서면</b>피에스타 6월 오픈…‘복합문화공간’ 탄생 예고,오는 6월 새롭게 문을 열 <b>부산 서면</b> 피에스타가 체험과 문화&amp;예술을 아우르는 복합 문화공간으로 탄생된다.... 5층과 6층은 <b>맛집</b>과 카페가 입점해 피에스타를 방문하는 고객들에게 맛과 휴식의 시간을 제공한다. 7층은... ,https://www.seoul.co.kr/news/newsView.php?id=20190509500114&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0002997697?sid=101,2019-05-09 15:47:00
515,"<b>부산 서면</b> 피에스타, 6월 중 복합문화공간으로 탄생","<b>부산 서면</b> 피에스타가 복합 문화공간으로서 탄생한다. 최근 새로운 건물주인 삼정을 만나 6월 그랜드 오픈을... 5층~6층은 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집, 홍대개미, 푸드트럭 등 전국 <b>맛집</b>과... ",https://www.bizwork.co.kr/news/articleView.html?idxno=206612,https://www.bizwork.co.kr/news/articleView.html?idxno=206612,2019-05-09 15:42:00
516,"'2TV 생생정보' 얼큰양갈비전골, <b>부산 서면</b> 라짜이마라훠궈…부자의탄생...","'2TV 생생정보' 얼큰양갈비전골, <b>부산 서면</b> 라짜이마라훠궈…부자의탄생(오늘방송<b>맛집</b>) 30일 저녁 방송된 KBS '2TV 생생정보'에서는 '7전 8기 부자의 탄생' 코너를 통해 '얼큰 양갈비 전골' <b>맛집</b>이 소개됐다. <b>부산</b> <b>부산</b>진구... ",http://www.busan.com/view/busan/view.php?code=2019043018363068333,https://m.entertain.naver.com/article/082/0000900106,2019-04-30 19:19:00
517,"'생생정보' 리얼가왕 7000원 숯불돼지구이·철판닭갈비 무한리필, 7전8기...","-위치: 경기 부천시 심곡동 180-3 1층 [7전8기 부자의 탄생] ■ 라짜이마라훠궈 <b>부산 서면 맛집</b>으로 '얼큰 양갈비전골'을 소개한다. 양갈비 1대와 샤브용 양고기, 야채 등이 들어간 얼큰 양갈비전골(라짜이마라훠궈, 2... ",http://www.g-enews.com/ko-kr/news/article/news_all/201904301629589169c4c55f9b3d_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/201904301629589169c4c55f9b3d_1/article.html,2019-04-30 18:30:00
